,id,taskId,task,unitId,unit,unitPlural,ratio,action,elementId,stage,stageId,cssElementId,cssElement,type,otherStage,displayName,roomArea,tradeId,quantity,hour,Hourly Labour Cost (£),Labour Cost (£/unit),Labour Total Cost,Material Total Cost,Material Markup,Labour Profit,Material Contingency,Subtotal,Overall Contingency,Total Task Cost
1324,1325,9514,Excavate for trench foundations by machine; not exceeding 6m depth; disposal by hand n.e. 25m to skip/across site,6,m3,m3,1.0,,1813,Foundations and substructure,478,,,COMMON,1,Supply & Install Excavate for trench foundations by machine; not exceeding 6m depth; disposal by hand n.e. 25m to skip/across site,[],148.0,2.6,2.6,23.125,60.125,156.325,0,0,46.89749999999999,0,203.2225,10.161125,213.383625
1325,1326,9515,Excavate and remove soil for trench by machine; not exceeding 2m depth,6,m3,m3,1.0,,1714,Drainage and pipework,485,27.0,F6 - Drainage,COMMON,1,Supply & Install Excavate and remove soil for trench by machine; not exceeding 2m depth,[],148.0,0.8,0.8,23.125,18.5,14.8,0,0,4.44,0,19.24,0.9620000000000002,20.202
1326,1327,9516,Excavate for substructure by machine; not exceeding 2m depth; disposal by hand n.e. 25m to skip/across site,6,m3,m3,1.0,,1813,Foundations and substructure,478,,,COMMON,1,Supply & Install Excavate for substructure by machine; not exceeding 2m depth; disposal by hand n.e. 25m to skip/across site,[],148.0,2.2,2.2,23.125,50.87500000000001,111.925,0,0,33.5775,0,145.5025,7.275125,152.777625
1327,1328,9517,Strip out brick pier,2,m,m,1.0,,1967,Demolitions,482,21.0,E9 - Other,COMMON,1,Strip out brick pier,[],149.0,2.0,2.0,23.125,46.25,92.5,0,0,27.75,0,120.25,6.0125,126.2625
1328,1329,9518,Isolate and capping off electrical point,1,nr,nr,1.0,,1682,Demolitions,482,21.0,E9 - Other,COMMON,1,Isolate and capping off electrical point,[],,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
1329,1330,9519,Isolate and capping off pipework / cap off redundant pipes,1,nr,nr,1.0,,1718,Drainage and pipework,485,21.0,E9 - Other,COMMON,1,Supply & Install Isolate and capping off pipework / cap off redundant pipes,[],150.0,1.0,1.0,26.25,26.25,26.25,0,0,7.875,0,34.125,1.70625,35.83125
1330,1331,9520,Temporary works,35,item,items,1.0,,1682,Demolitions,482,21.0,E9 - Other,COMMON,1,Temporary works,[],149.0,8.0,8.0,23.125,185.0,1480.0,0,0,444.0,0,1924.0,96.2,2020.2
1331,1332,9521,Temporary works design,35,item,items,1.0,,1682,Demolitions,482,21.0,E9 - Other,COMMON,1,Temporary works design,[],0.0,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
1332,1333,9523,Strip out timber glazed door and fanlight above,1,nr,nr,1.0,,1682,Demolitions,482,21.0,E9 - Other,COMMON,1,Strip out timber glazed door and fanlight above,[],156.0,1.0,1.0,18.875,18.875,18.875,0,0,5.6625,0,24.5375,1.226875,25.764375
1333,1334,9524,Strip out section of cast iron SVP,1,nr,nr,1.0,,1682,Demolitions,482,21.0,E9 - Other,COMMON,1,Strip out section of cast iron SVP,[],149.0,1.0,1.0,23.125,23.125,23.125,0,0,6.9375,0,30.0625,1.503125,31.565625
1334,1335,9525,Strip out wall fixed trellis,2,m,m,1.0,,1682,Demolitions,482,21.0,E9 - Other,COMMON,1,Strip out wall fixed trellis,"[""wall""]",156.0,0.5,0.5,18.875,9.4375,4.71875,0,0,1.415625,0,6.134375,0.30671875,6.44109375
1335,1336,9526,Removal and storage of existing appliance,1,nr,nr,1.0,,1682,Demolitions,482,21.0,E9 - Other,COMMON,1,Removal and storage of existing appliance,[],156.0,1.0,1.0,18.875,18.875,18.875,0,0,5.6625,0,24.5375,1.226875,25.764375
1336,1337,9527,Cavity tray above structural opening,2,m,m,1.0,,1981,External windows and doors,483,15.0,E3 - Walls and Partitions,COMMON,1,Supply & Install Cavity tray above structural opening,[],,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
1337,1338,9528,Cavity tray weep ends (2nr allowance) per structural opening,1,nr,nr,1.0,,1981,External windows and doors,483,15.0,E3 - Walls and Partitions,COMMON,1,Supply & Install Cavity tray weep ends (2nr allowance) per structural opening,[],,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
1338,1339,9529,750mm wide by 1000mm deep strip foundations,2,m,m,1.0,,1648,Foundations and substructure,478,,,COMMON,1,Supply & Install 750mm wide by 1000mm deep strip foundations,[],148.0,2.51,2.51,23.125,58.04375,145.6898125,0,0,43.70694374999999,0,189.39675625,9.4698378125,198.8665940625
1339,1340,9530,Whole house rewire,35,item,items,1.0,,1804,Wiring and fuseboards,477,,,COMMON,1,Supply & Install Whole house rewire,[],0.0,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
1340,1341,9531,Whole house decoration,35,item,items,1.0,,1678,Decoration,486,15.0,E3 - Walls and Partitions,COMMON,1,Supply & Install Whole house decoration,[],158.0,30.0,30.0,23.125,693.75,20812.5,0,0,6243.75,0,27056.25,1352.8125,28409.0625
1341,1342,9532,First & Second Floor Decoration,1,nr,nr,1.0,1 undercoat and 2 top coats of 'paint and paper' paint,1678,Decoration,486,15.0,E3 - Walls and Partitions,COMMON,1,First & Second Floor Decoration,"[""floor""]",0.0,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
1342,1343,9533,Wet underfloor heating - 40m2 kit,35,item,items,1.0,,1949,Heating and cooling,490,25.0,F4 - Heating,COMMON,1,Supply & Install Wet underfloor heating - 40m2 kit,"[""floor""]",150.0,40.0,40.0,26.25,1050.0,42000.0,0,0,12600.0,0,54600.0,2730.0,57330.0
1343,1344,9534,Wet underfloor heating - 15m2 kit,35,item,items,1.0,,1949,Heating and cooling,490,25.0,F4 - Heating,COMMON,1,Supply & Install Wet underfloor heating - 15m2 kit,"[""floor""]",150.0,15.0,15.0,26.25,393.75,5906.25,0,0,1771.875,0,7678.125,383.90625,8062.03125
1344,1345,9535,External staircase (single storey),1,nr,nr,1.0,,1871,"Stairs, balustrades and lifts",502,19.0,E7 - Woodwork,COMMON,1,Supply & Install External staircase (single storey),[],149.0,12.0,12.0,23.125,277.5,3330.0,0,0,999.0,0,4329.0,216.45,4545.45
1345,1346,9536,Strip out pebbledash from walls,4,m2,m2,1.0,,1966,Demolitions,482,21.0,E9 - Other,COMMON,1,Strip out pebbledash from walls,"[""wall""]",156.0,1.5,1.5,18.875,28.3125,42.46875,0,0,12.740625,0,55.209375,2.76046875,57.96984375
1346,1347,9537,Strip out dormer wall,4,m2,m2,1.0,,1966,Demolitions,482,21.0,E9 - Other,COMMON,1,Strip out dormer wall,"[""wall""]",156.0,2.0,2.0,18.875,37.75,75.5,0,0,22.65,0,98.15,4.907500000000001,103.0575
1347,1348,9538,Liquid screed / flowing screed,4,m2,m2,1.0,,1686,Floor structure and lining,467,16.0,E4 - Floors,COMMON,1,Supply & Install Liquid screed / flowing screed,[],149.0,0.34,0.34,23.125,7.862500000000001,2.67325,0,0,0.801975,0,3.475225,0.17376125,3.64898625
1348,1349,9540,Soffit board to ceiling,4,m2,m2,1.0,,1684,Ceiling structure and lining,466,14.0,E2 - Ceilings,COMMON,1,Supply & Install Soffit board to ceiling,"[""ceiling""]",152.0,0.48,0.48,26.25,12.6,6.048,0,0,1.8144,0,7.8624,0.39312,8.25552
1349,1350,9541,Wood sheathing to column,4,m2,m2,1.0,,1696,External wall structure and lining,489,15.0,E3 - Walls and Partitions,COMMON,1,Supply & Install Wood sheathing to column,[],152.0,0.42,0.42,26.25,11.025,4.6305,0,0,1.38915,0,6.01965,0.3009825,6.320632499999999
1350,1351,9542,Primer and two top coats to external ceiling,4,m2,m2,1.0,,1677,Decoration,486,14.0,E2 - Ceilings,COMMON,1,Supply & Install Primer and two top coats to external ceiling,"[""ceiling""]",158.0,0.8,0.8,23.125,18.5,14.8,0,0,4.44,0,19.24,0.9620000000000002,20.202
1351,1352,9543,Electric panel heater,1,nr,nr,1.0,New wiring allowance,1692,Heating and cooling,490,25.0,F4 - Heating,COMMON,1,Electric panel heater,[],,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
1352,1353,9544,Dressing mirror,1,nr,nr,1.0,,1743,Fixtures and fittings,480,,,COMMON,1,Supply & Install Dressing mirror,[],152.0,0.1,0.1,26.25,2.625,0.2625,0,0,0.07875,0,0.34125,0.0170625,0.3583125
1353,1354,9545,Allowance for Builders Work In Connection with Air Source Heat Pump installation,35,item,items,1.0,,1692,Heating and cooling,490,25.0,F4 - Heating,COMMON,1,Supply & Install Allowance for Builders Work In Connection with Air Source Heat Pump installation,[],162.0,3.0,3.0,52.5,157.5,472.5,0,0,141.75,0,614.25,30.7125,644.9625
1354,1355,9546,"Primer, undercoat and matt coat to skirting",2,m,m,1.0,,1666,Decoration,486,16.0,E4 - Floors,COMMON,1,"Supply & Install Primer, undercoat and matt coat to skirting",[],158.0,0.51,0.51,23.125,11.79375,6.0148125,0,0,1.80444375,0,7.81925625,0.3909628125,8.2102190625
1355,1356,9547,Rooflight (6-7m2),1,nr,nr,1.0,,1664,External windows and doors,483,8.0,D5 - Windows,COMMON,1,Supply & Install Rooflight (6-7m2),[],152.0,22.0,22.0,26.25,577.5,12705.0,0,0,3811.5,0,16516.5,825.825,17342.325
1356,1357,9548,Allowance for protection to retained door,35,item,items,1.0,,1962,Preliminaries,471,12.0,D9 - Other,COMMON,1,Supply & Install Allowance for protection to retained door,[],0.0,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
1357,1358,9549,Strip out Terrazzo tiling,4,m2,m2,1.0,,1966,Demolitions,482,21.0,E9 - Other,COMMON,1,Strip out Terrazzo tiling,[],156.0,1.5,1.5,18.875,28.3125,42.46875,0,0,12.740625,0,55.209375,2.76046875,57.96984375
1358,1359,9550,Strip out skirting,2,m,m,1.0,,1682,Demolitions,482,21.0,E9 - Other,COMMON,1,Strip out skirting,[],156.0,0.3,0.3,18.875,5.6625,1.69875,0,0,0.509625,0,2.208375,0.11041875,2.31879375
1359,1360,9551,Cleaning and tests to new drainage,35,item,items,1.0,,1718,Drainage and pipework,485,27.0,F6 - Drainage,COMMON,1,Supply & Install Cleaning and tests to new drainage,[],0.0,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
1360,1361,9552,Strip out external door (single door),1,nr,nr,1.0,,1682,Demolitions,482,21.0,E9 - Other,COMMON,1,Strip out external door (single door),[],156.0,1.7,1.7,18.875,32.0875,54.54875,0,0,16.364625,0,70.913375,3.54566875,74.45904375
1361,1362,9553,Brick pier; one brick thick; 215x215mm,2,m,m,1.0,,1707,External wall structure and lining,489,15.0,E3 - Walls and Partitions,COMMON,1,Supply & Install Brick pier; one brick thick; 215x215mm,[],,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
1362,1363,9554,Metal gate,1,nr,nr,1.0,,1960,External works,493,31.0,G3 - Other,COMMON,1,Supply & Install Metal gate,[],149.0,8.0,8.0,23.125,185.0,1480.0,0,0,444.0,0,1924.0,96.2,2020.2
1363,1364,9555,Meter Box,35,item,items,1.0,,1715,Wiring and fuseboards,477,22.0,F1 - Electricity,COMMON,1,Supply & Install Meter Box,[],149.0,1.0,1.0,23.125,23.125,23.125,0,0,6.9375,0,30.0625,1.503125,31.565625
1364,1365,9556,Temporary works,35,item,items,1.0,,1962,Preliminaries,471,12.0,D9 - Other,COMMON,1,Supply & Install Temporary works,[],149.0,8.0,8.0,23.125,185.0,1480.0,0,0,444.0,0,1924.0,96.2,2020.2
1365,1366,9557,Temporary works design,35,item,items,1.0,,1962,Preliminaries,471,12.0,D9 - Other,COMMON,1,Supply & Install Temporary works design,[],0.0,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
1366,1367,9558,Car port,35,item,items,1.0,,1867,External works,493,,,COMMON,1,Supply & Install Car port,[],149.0,16.0,16.0,23.125,370.0,5920.0,0,0,1776.0,0,7696.0,384.8,8080.8
1367,1368,9559,Strip out quarry tiles to floor,4,m2,m2,1.0,,1966,Demolitions,482,21.0,E9 - Other,COMMON,1,Strip out quarry tiles to floor,"[""floor""]",156.0,1.2,1.2,18.875,22.65,27.18,0,0,8.154,0,35.334,1.7667,37.1007
1368,1369,9560,External brick wall; one brick wide (215mm wide),4,m2,m2,1.0,,1997,External works,493,7.0,D4 - Main Walls,COMMON,1,Supply & Install External brick wall; one brick wide (215mm wide),"[""wall""]",,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
1369,1370,9561,Strip out walk on rooflight,1,nr,nr,1.0,,1966,Demolitions,482,21.0,E9 - Other,COMMON,1,Strip out walk on rooflight,[],149.0,4.0,4.0,23.125,92.5,370.0,0,0,111.0,0,481.0,24.05,505.05
1370,1371,9562,Channel drain corner,1,nr,nr,1.0,,1646,Drainage and pipework,485,6.0,D3 - Rainwater Pipes and Gutters,COMMON,1,Supply & Install Channel drain corner,[],149.0,0.9,0.9,23.125,20.8125,18.73125,0,0,5.619375,0,24.350625,1.21753125,25.56815625
1371,1372,9563,Relocate manifold,35,item,items,1.0,,1692,Heating and cooling,490,25.0,F4 - Heating,COMMON,1,Supply & Install Relocate manifold,[],150.0,6.0,6.0,26.25,157.5,945.0,0,0,283.5,0,1228.5,61.425,1289.925
1372,1373,9565,TV aerial,31,pt,pts,1.0,,1850,Wired appliances,479,22.0,F1 - Electricity,COMMON,1,Supply & Install TV aerial,[],,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
1373,1374,9566,"Strip out/demolish porch, Half brick thick walls",4,m2,m2,1.0,,1967,Demolitions,482,21.0,E9 - Other,COMMON,1,"Strip out/demolish porch, Half brick thick walls","[""wall""]",156.0,4.0,4.0,18.875,75.5,302.0,0,0,90.6,0,392.6,19.63,412.23
1374,1375,9567,"Strip out/demolish porch, one full brick thick walls",4,m2,m2,1.0,,1967,Demolitions,482,21.0,E9 - Other,COMMON,1,"Strip out/demolish porch, one full brick thick walls","[""wall""]",156.0,5.0,5.0,18.875,94.375,471.875,0,0,141.5625,0,613.4375,30.671875,644.109375
1375,1376,9568,"Strip out/demolish porch, cavity walls",4,m2,m2,1.0,,1967,Demolitions,482,21.0,E9 - Other,COMMON,1,"Strip out/demolish porch, cavity walls","[""wall""]",156.0,5.5,5.5,18.875,103.8125,570.96875,0,0,171.290625,0,742.259375,37.11296875,779.37234375
1376,1377,9569,Timber SIP Garden Room,1,nr,nr,1.0,,1961,External works,493,,,COMMON,1,Supply & Install Timber SIP Garden Room,[],152.0,16.0,16.0,26.25,420.0,6720.0,0,0,2016.0,0,8736.0,436.8,9172.8
1377,1378,9570,150mm ready mix concrete slab to form bin store / shed base etc,4,m2,m2,1.0,,1873,External works,493,,,COMMON,1,Supply & Install 150mm ready mix concrete slab to form bin store / shed base etc,"[""floor""]",148.0,0.33,0.33,23.125,7.631250000000001,2.5183125,0,0,0.75549375,0,3.27380625,0.1636903125,3.4374965625
1378,1379,9571,Mist coat only to walls,4,m2,m2,1.0,,1678,Decoration,486,15.0,E3 - Walls and Partitions,COMMON,1,Supply & Install Mist coat only to walls,"[""wall""]",158.0,0.25,0.25,23.125,5.78125,1.4453125,0,0,0.43359375,0,1.87890625,0.0939453125,1.9728515625
1379,1380,9572,Mist coat only to ceilings,4,m2,m2,1.0,,1677,Decoration,486,14.0,E2 - Ceilings,COMMON,1,Supply & Install Mist coat only to ceilings,"[""ceiling""]",158.0,0.25,0.25,23.125,5.78125,1.4453125,0,0,0.43359375,0,1.87890625,0.0939453125,1.9728515625
1380,1381,9573,Strip out rooflight,35,item,items,1.0,,1966,Demolitions,482,21.0,E9 - Other,COMMON,1,Strip out rooflight,[],156.0,1.5,1.5,18.875,28.3125,42.46875,0,0,12.740625,0,55.209375,2.76046875,57.96984375
1381,1382,9574,Strip out timber post,7,nr,nr,1.0,,1966,Demolitions,482,21.0,E9 - Other,COMMON,1,Strip out timber post,[],156.0,4.0,4.0,18.875,75.5,302.0,0,0,90.6,0,392.6,19.63,412.23
1382,1383,9576,Heras fencing; weekly hire,1,nr,nr,1.0,,1695,Preliminaries,471,12.0,D9 - Other,COMMON,1,Supply & Install Heras fencing; weekly hire,[],156.0,0.3,0.3,18.875,5.6625,1.69875,0,0,0.509625,0,2.208375,0.11041875,2.31879375
1383,1384,9577,Relocate manhole (fill in existing and create new) 600x450mm; 750mm depth; 1m allowance for soil pipe and trench by machine,1,nr,nr,1.0,Fill manhole / inspection chamber,1718,Drainage and pipework,485,27.0,F6 - Drainage,COMMON,1,Relocate manhole (fill in existing and create new) 600x450mm; 750mm depth; 1m allowance for soil pipe and trench by machine,[],148.0,29.7,29.7,23.125,686.8125,20398.33125,0,0,6119.499374999999,0,26517.830625,1325.89153125,27843.72215625
1384,1385,9578,Relocate manhole (fill in existing and create new) 600x450mm; 750mm depth; 2m allowance for soil pipe and trench by machine,1,nr,nr,1.0,110mm uPVC pipe with gravel fill & Fill manhole / inspection chamber,1718,Drainage and pipework,485,27.0,F6 - Drainage,COMMON,1,Relocate manhole (fill in existing and create new) 600x450mm; 750mm depth; 2m allowance for soil pipe and trench by machine,[],150.0,2.0,2.0,26.25,52.5,105.0,0,0,31.5,0,136.5,6.825,143.325
1385,1386,9579,Relocate manhole (fill in existing and create new) manhole 600x450mm; 750mm depth; 3m allowance for soil pipe and trench by machine,1,nr,nr,1.0,110mm uPVC pipe with gravel fill & Fill manhole / inspection chamber,1718,Drainage and pipework,485,27.0,F6 - Drainage,COMMON,1,Relocate manhole (fill in existing and create new) manhole 600x450mm; 750mm depth; 3m allowance for soil pipe and trench by machine,[],148.0,34.0,34.0,23.125,786.25,26732.5,0,0,8019.75,0,34752.25,1737.6125,36489.8625
1386,1387,9580,Relocate manhole (fill in existing and create new) 600x450mm; 750mm depth; 4m allowance for soil pipe and trench by machine,1,nr,nr,1.0,110mm uPVC pipe with gravel fill & Fill manhole / inspection chamber,1718,Drainage and pipework,485,27.0,F6 - Drainage,COMMON,1,Relocate manhole (fill in existing and create new) 600x450mm; 750mm depth; 4m allowance for soil pipe and trench by machine,[],148.0,36.6,36.6,23.125,846.375,30977.325,0,0,9293.1975,0,40270.5225,2013.526125,42284.048625
1387,1388,9581,Relocate manhole (fill in existing and create new) 600x450mm; 750mm depth; 5m allowance for soil pipe and trench by machine,1,nr,nr,1.0,Fill manhole / inspection chamber & 110mm uPVC pipe with gravel fill,1718,Drainage and pipework,485,27.0,F6 - Drainage,COMMON,1,Relocate manhole (fill in existing and create new) 600x450mm; 750mm depth; 5m allowance for soil pipe and trench by machine,[],150.0,4.5,4.5,26.25,118.125,531.5625,0,0,159.46875,0,691.03125,34.5515625,725.5828125
1388,1389,9582,Strip out and fill septic tank excavation and move septic tank; 10m allowance for new drainage runs,1,nr,nr,1.0,"110mm uPVC pipe with gravel fill, Septic tank pump (PC Supply £3000) & Septic tank (PC Supply £1500)",1714,Drainage and pipework,485,27.0,F6 - Drainage,COMMON,1,Strip out and fill septic tank excavation and move septic tank; 10m allowance for new drainage runs,[],148.0,21.0,21.0,23.125,485.625,10198.125,0,0,3059.4375,0,13257.5625,662.8781250000001,13920.440625
1389,1390,9583,250mm ready mix concrete slab,4,m2,m2,1.0,,1648,Foundations and substructure,478,16.0,E4 - Floors,COMMON,1,Supply & Install 250mm ready mix concrete slab,"[""floor""]",148.0,0.55,0.55,23.125,12.71875,6.995312500000001,0,0,2.09859375,0,9.09390625,0.4546953125,9.5486015625
1390,1391,9584,Electrical supply for new external water feature pump,1,nr,nr,1.0,,1965,Wired appliances,479,22.0,F1 - Electricity,COMMON,1,Supply & Install Electrical supply for new external water feature pump,[],,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
1391,1392,9585,Bathroom worktop,2,m,m,1.0,,1874,Fixtures and fittings,480,,,COMMON,1,Supply & Install Bathroom worktop,[],156.0,1.97,1.97,18.875,37.18375,73.25198750000001,0,0,21.97559625,0,95.22758375000001,4.7613791875,99.9889629375
1392,1393,9586,External framework around windows,2,m,m,1.0,,1814,External wall structure and lining,489,7.0,D4 - Main Walls,COMMON,1,Supply & Install External framework around windows,[],152.0,0.29,0.29,26.25,7.6125,2.207625,0,0,0.6622875,0,2.8699125,0.143495625,3.013408125
1393,1394,9587,PPC aluminium pressing clad around external framework around windows (excludes framework),4,m2,m2,1.0,,1814,External wall structure and lining,489,7.0,D4 - Main Walls,COMMON,1,Supply & Install PPC aluminium pressing clad around external framework around windows (excludes framework),[],152.0,3.0,3.0,26.25,78.75,236.25,0,0,70.875,0,307.125,15.35625,322.48125
1394,1395,9588,Lighting supply to joinery,1,nr,nr,1.0,,1965,Wired appliances,479,22.0,F1 - Electricity,COMMON,1,Supply & Install Lighting supply to joinery,[],,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
1395,1396,9589,Line out chimney box with slate tiles,4,m2,m2,1.0,,1984,External wall structure and lining,489,4.0,D1 - Chimney Stacks,COMMON,1,Supply & Install Line out chimney box with slate tiles,[],153.0,1.3,1.3,23.125,30.0625,39.08125,0,0,11.724375,0,50.80562499999999,2.54028125,53.34590624999999
1396,1397,9590,Lead lining around rooflight,2,m,m,1.0,,1981,External windows and doors,483,,,COMMON,1,Supply & Install Lead lining around rooflight,[],153.0,0.4,0.4,23.125,9.25,3.7,0,0,1.11,0,4.81,0.2405,5.0505
1397,1398,9591,Gravel to perimeter,2,m,m,1.0,,1873,External works,493,,,COMMON,1,Supply & Install Gravel to perimeter,[],149.0,0.2,0.2,23.125,4.625,0.925,0,0,0.2775,0,1.2025,0.06012500000000001,1.262625
1398,1399,9594,Electric underfloor heating - 1m2 kit,35,item,items,1.0,,1949,Heating and cooling,490,25.0,F4 - Heating,COMMON,1,Supply & Install Electric underfloor heating - 1m2 kit,"[""floor""]",,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
1399,1400,9595,Electric underfloor heating - 1.5m2 kit,35,item,items,1.0,,1949,Heating and cooling,490,25.0,F4 - Heating,COMMON,1,Supply & Install Electric underfloor heating - 1.5m2 kit,"[""floor""]",,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
1400,1401,9596,Electric underfloor heating - 2m2 kit,35,item,items,1.0,,1949,Heating and cooling,490,25.0,F4 - Heating,COMMON,1,Supply & Install Electric underfloor heating - 2m2 kit,"[""floor""]",,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
1401,1402,9597,Electric underfloor heating - 2.5m2 kit,35,item,items,1.0,,1949,Heating and cooling,490,25.0,F4 - Heating,COMMON,1,Supply & Install Electric underfloor heating - 2.5m2 kit,"[""floor""]",,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
1402,1403,9598,Electric underfloor heating - 3m2 kit,35,item,items,1.0,,1949,Heating and cooling,490,25.0,F4 - Heating,COMMON,1,Supply & Install Electric underfloor heating - 3m2 kit,"[""floor""]",,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
1403,1404,9599,Electric underfloor heating - 4.5m2 kit,35,item,items,1.0,,1949,Heating and cooling,490,25.0,F4 - Heating,COMMON,1,Supply & Install Electric underfloor heating - 4.5m2 kit,"[""floor""]",,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
1404,1405,9600,Electric underfloor heating - 5.5m2 kit,35,item,items,1.0,,1949,Heating and cooling,490,25.0,F4 - Heating,COMMON,1,Supply & Install Electric underfloor heating - 5.5m2 kit,"[""floor""]",,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
1405,1406,9601,Electric underfloor heating - 6.5m2 kit,35,item,items,1.0,,1949,Heating and cooling,490,25.0,F4 - Heating,COMMON,1,Supply & Install Electric underfloor heating - 6.5m2 kit,"[""floor""]",,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
1406,1407,9602,Electric underfloor heating - 9m2 kit,35,item,items,1.0,,1949,Heating and cooling,490,25.0,F4 - Heating,COMMON,1,Supply & Install Electric underfloor heating - 9m2 kit,"[""floor""]",,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
1407,1408,9603,Electric underfloor heating - 11.5m2 kit,35,item,items,1.0,,1949,Heating and cooling,490,25.0,F4 - Heating,COMMON,1,Supply & Install Electric underfloor heating - 11.5m2 kit,"[""floor""]",,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
1408,1409,9604,Electric underfloor heating - 13.5m2 kit,35,item,items,1.0,,1949,Heating and cooling,490,25.0,F4 - Heating,COMMON,1,Supply & Install Electric underfloor heating - 13.5m2 kit,"[""floor""]",,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
1409,1410,9605,Electric underfloor heating - 18m2 kit,35,item,items,1.0,,1949,Heating and cooling,490,25.0,F4 - Heating,COMMON,1,Supply & Install Electric underfloor heating - 18m2 kit,"[""floor""]",,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
1410,1411,9606,Double power socket with USB,31,pt,pts,1.0,,1722,Wired appliances,479,22.0,F1 - Electricity,COMMON,1,Supply & Install Double power socket with USB,[],,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
1411,1412,9607,Coat rail / coat rack,1,nr,nr,1.0,,1874,Fixtures and fittings,480,,,COMMON,1,Supply & Install Coat rail / coat rack,[],152.0,0.4,0.4,26.25,10.5,4.2,0,0,1.26,0,5.46,0.273,5.733
1412,1413,9609,Entrance Canopy,1,nr,nr,1.0,,1673,Roof structure and coverings,468,13.0,E1 - Roof Structure,COMMON,1,Supply & Install Entrance Canopy,[],149.0,6.0,6.0,23.125,138.75,832.5,0,0,249.75,0,1082.25,54.1125,1136.3625
1413,1414,9610,Brick Sill / Brick Cill,2,m,m,1.0,,1707,External wall structure and lining,489,15.0,E3 - Walls and Partitions,COMMON,1,Supply & Install Brick Sill / Brick Cill,[],,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
1414,1415,9611,Architectural metalwork,1,nr,nr,1.0,,1659,Steel and structural supports,474,,,COMMON,1,Supply & Install Architectural metalwork,[],149.0,6.0,6.0,23.125,138.75,832.5,0,0,249.75,0,1082.25,54.1125,1136.3625
1415,1416,9612,Garden edging,2,m,m,1.0,,1872,External works,493,,,COMMON,1,Supply & Install Garden edging,[],149.0,0.4,0.4,23.125,9.25,3.7,0,0,1.11,0,4.81,0.2405,5.0505
1416,1417,9613,Double plasterboard to external wall (inner leaf),4,m2,m2,1.0,,1696,External wall structure and lining,489,15.0,E3 - Walls and Partitions,COMMON,1,Supply & Install Double plasterboard to external wall (inner leaf),"[""wall""]",155.0,0.56,0.56,23.125,12.95,7.252000000000001,0,0,2.1756,0,9.427600000000002,0.4713800000000001,9.898980000000002
1417,1418,9614,Window and door installation,35,item,items,1.0,,1981,External windows and doors,483,,,COMMON,1,Supply & Install Window and door installation,[],0.0,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
1418,1419,9615,Cill surcharge,35,item,items,1.0,,1981,External windows and doors,483,,,COMMON,1,Supply & Install Cill surcharge,[],0.0,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
1419,1420,9616,Special paint surcharge,35,item,items,1.0,,1981,External windows and doors,483,,,COMMON,1,Supply & Install Special paint surcharge,[],0.0,,,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0
1420,1421,9617,Connect to existing drainage,1,nr,nr,1.0,,1714,Drainage and pipework,485,27.0,F6 - Drainage,COMMON,1,Supply & Install Connect to existing drainage,[],149.0,1.0,1.0,23.125,23.125,23.125,0,0,6.9375,0,30.0625,1.503125,31.565625
